category,phenotype,phe_code,all_7_days_mwu_stat,all_7_days_pvalue,all_7_days_c_pvalue,all_14_days_mwu_stat,all_14_days_pvalue,all_14_days_c_pvalue,all_21_days_mwu_stat,all_21_days_pvalue,all_21_days_c_pvalue,all_28_days_mwu_stat,all_28_days_pvalue,all_28_days_c_pvalue,all_3_months_mwu_stat,all_3_months_pvalue,all_3_months_c_pvalue,all_6_months_mwu_stat,all_6_months_pvalue,all_6_months_c_pvalue,all_9_months_mwu_stat,all_9_months_pvalue,all_9_months_c_pvalue,all_1_year_mwu_stat,all_1_year_pvalue,all_1_year_c_pvalue,new_7_days_mwu_stat,new_7_days_pvalue,new_7_days_c_pvalue,new_14_days_mwu_stat,new_14_days_pvalue,new_14_days_c_pvalue,new_21_days_mwu_stat,new_21_days_pvalue,new_21_days_c_pvalue,new_28_days_mwu_stat,new_28_days_pvalue,new_28_days_c_pvalue,new_3_months_mwu_stat,new_3_months_pvalue,new_3_months_c_pvalue,new_6_months_mwu_stat,new_6_months_pvalue,new_6_months_c_pvalue,new_9_months_mwu_stat,new_9_months_pvalue,new_9_months_c_pvalue,new_1_year_mwu_stat,new_1_year_pvalue,new_1_year_c_pvalue
circulatory system,Abnormal heart sounds,396.0,12768755.5,3.694112754646401e-08,1.6581337158983618e-07,29075824.0,6.730630465456782e-10,2.879214143556513e-09,45145243.0,1.363478705495999e-12,6.16000200875871e-12,60490092.5,1.1868313247062078e-13,5.364477587672058e-13,129260090.0,7.175424865414474e-20,3.5739135387352866e-19,176336182.5,5.208026153558301e-22,2.6216247594240337e-21,200733790.0,9.023468678074126e-23,4.542101781703659e-22,209783529.0,1.7321550246777e-22,8.554558069988452e-22,11997733.5,1.6926652500905296e-08,7.739022980646468e-08,27268327.0,2.001396255664526e-10,8.598273184206825e-10,42318285.0,2.788054403069464e-13,1.3002355096342384e-12,56643806.0,1.776653542545559e-14,8.403984431482947e-14,120730038.5,3.3344607343035337e-21,1.7101491686824065e-20,164487637.0,1.3135962157162397e-23,6.709643415570205e-23,187223692.0,1.8409812193413263e-24,9.542115527972122e-24,195685028.5,3.544507764785447e-24,1.80150467462639e-23
circulatory system,Essential hypertension,401.1,189851836.0,2.01651944788363e-310,< 2.225E-308,401338970.5,2.497494403027681e-308,< 2.225E-308,566561962.0,2.1370382509135804e-302,< 2.225E-308,732322348.5,7.016505508482527e-247,< 2.225E-308,1401875233.0,2.26350409440883e-310,< 2.225E-308,1823097895.0,1.2362276798613265e-291,< 2.225E-308,2002507566.5,7.975057500959271e-308,< 2.225E-308,2074414966.0,2.944031663454341e-299,< 2.225E-308,96264459.0,3.975946690424792e-272,< 2.225E-308,198943244.5,1.0647357517093166e-283,< 2.225E-308,279186849.0,1.564817897169194e-305,< 2.225E-308,353882995.5,4.561374059084385e-301,< 2.225E-308,673172363.0,1.8305297752556065e-298,< 2.225E-308,874479815.5,3.3660273395304436e-304,< 2.225E-308,963230960.0,2.0820147761859053e-305,< 2.225E-308,1000206673.0,1.7932690101848133e-306,< 2.225E-308
circulatory system,Hypertensive heart and/or renal disease,401.2,316284.5,4.021234080801646e-06,1.4973004172075825e-05,482340.0,1.5924015420622411e-06,5.458883368507888e-06,1045268.5,4.571427864773002e-06,1.4322863774459065e-05,1365424.5,7.111631045218899e-07,2.218567108278411e-06,3104204.0,9.241089115878552e-14,3.769200127578811e-13,4087447.5,1.795588914333521e-14,7.196167879752036e-14,4239356.0,1.8333317326325483e-14,7.298472715080905e-14,4301700.5,1.9550609072595004e-14,7.724334980757347e-14,291736.5,2.904079680489202e-06,1.0854411885630744e-05,443040.5,1.0972691013122925e-06,3.7615286658000154e-06,970211.0,2.958962697641279e-06,9.328567757049765e-06,1261615.0,4.0803683142067805e-07,1.2927522042206525e-06,2853633.0,2.8714819036713355e-14,1.180498115953771e-13,3769314.0,4.945099819623912e-15,2.028659059861463e-14,3914097.5,5.137350335980477e-15,2.0451733086583872e-14,3974056.5,5.52800837671828e-15,2.20069382905857e-14
circulatory system,Hypertensive heart disease,401.21,6065681.5,1.2223685214823919e-27,1.2920303834593455e-26,13464979.5,1.5166736964573944e-44,1.725216329720286e-43,19667307.0,1.14251138592349e-54,1.3289902558098526e-53,26597095.5,2.2831900441896594e-62,2.6386412215237314e-61,56500246.5,6.759997001644155e-104,9.86388294887795e-103,76606982.5,3.739387855034053e-126,6.088190851477318e-125,85228432.5,5.727093807356901e-135,9.36916752547293e-134,88569415.5,3.985762281822136e-137,6.5204579829184e-136,5473457.0,2.2503419787122333e-29,2.485490073116995e-28,12103974.0,1.7411882093374244e-47,2.0266620901706532e-46,17678519.5,2.7388095271177574e-58,3.339367760774904e-57,23877190.0,1.1035526504265421e-66,1.3050151691672015e-65,50614336.0,3.991129936467042e-111,6.070935362965362e-110,68699188.0,7.531844917565235e-135,1.2262785006410899e-133,76510002.5,3.3236583471409225e-144,5.523603634058009e-143,79564790.0,1.703062962273215e-146,2.8759789056452517e-145
circulatory system,Hypertensive chronic kidney disease,401.22,3698246.0,2.3046772900219127e-32,2.697021162013739e-31,9062838.0,3.629417633544107e-51,4.430545184362989e-50,13276138.5,1.016845804414048e-61,1.3192922488038673e-60,17433067.5,4.383274599154431e-71,5.865513509657968e-70,32847488.5,2.591148408600293e-92,3.532144409618294e-91,40415296.0,2.838637752473736e-99,3.697325672597041e-98,42925242.0,2.2157572471311737e-104,2.8998722971829233e-103,44073231.0,2.0246335125003758e-106,2.6832801108707516e-105,3057656.0,1.07907363057556e-35,1.3095424430318215e-34,7444099.0,4.870182702392403e-57,6.500070513459727e-56,10918354.0,6.665462992009727e-69,9.240340476594306e-68,14127674.0,2.853024550029417e-80,4.145037096257024e-79,27013471.0,8.906261524052963e-104,1.2468766133674146e-102,33540931.5,3.894213247401814e-111,5.339171320779856e-110,35709127.0,1.7041435761276802e-116,2.444162087952988e-115,36713617.0,1.2578517778940737e-118,1.804069604733007e-117
circulatory system,Other hypertensive complications,401.3,12863677.0,6.120565236401354e-65,1.1141695606263947e-63,24097338.0,2.3199920533712767e-93,4.3005778618974976e-92,34521920.0,6.710631920974657e-105,1.2576221303752505e-103,43630389.0,2.3122036816971778e-122,4.522136815934673e-121,76242714.0,3.9521164230430544e-157,7.725269083533217e-156,95434645.0,4.463284936432635e-169,8.612486858820009e-168,102753716.5,5.201650061797407e-173,9.725227883396222e-172,105302691.5,3.1957053972901424e-172,5.974827769576391e-171,12114013.5,8.092400800824732e-68,1.47311666429828e-66,22676567.5,2.7033243388959203e-97,5.011162339323734e-96,32553609.5,3.199993027965369e-109,6.110175366605572e-108,41043144.5,1.4276177466697094e-127,2.8468377418884204e-126,71992594.5,3.6238797781017166e-163,7.083659339836564e-162,90324143.5,2.198946075192845e-175,4.243151500649897e-174,97339561.0,2.2125594084348958e-179,4.2899068530209914e-178,99816698.0,1.6091467568195914e-178,3.063230280709295e-177
circulatory system,Elevated blood pressure reading without diagnosis of hypertension,402.0,9295153.5,0.0002667920288064,0.000822120891274916,18596452.5,2.654866165821487e-07,9.491146542811813e-07,25481768.0,1.968983724978388e-09,7.693480809568064e-09,34359806.0,4.423237642444614e-11,1.806599470829788e-10,64246580.0,3.649267778741607e-18,1.7263202825462583e-17,80606839.5,3.526128952081627e-23,1.8099637281128348e-22,87873998.5,1.4870153626256609e-25,7.9030714957820665e-25,90594273.0,4.281004079377738e-27,2.334485037035673e-26,9295153.5,0.0002667920288064,0.0008195517634896819,18596452.5,2.654866165821487e-07,9.423833446763502e-07,25481768.0,1.968983724978388e-09,7.602874328877408e-09,34359806.0,4.423237642444614e-11,1.806599470829788e-10,64246580.0,3.649267778741607e-18,1.7029916300794167e-17,80606839.5,3.526128952081627e-23,1.7836050330432305e-22,87873998.5,1.4870153626256609e-25,7.784525423345336e-25,90594273.0,4.281004079377738e-27,2.2985698826197394e-26
circulatory system,Unstable angina (intermediate coronary syndrome),411.1,4704471.5,1.464499906741771e-11,8.226305190440919e-11,9910804.0,1.982426106235623e-17,1.2249435384826288e-16,15383050.0,2.611094102443659e-20,1.5918236335379416e-19,19801502.0,2.4960273338087645e-22,1.5109879752878057e-21,39608326.0,9.700707574743304e-32,6.165603096585315e-31,50153741.0,7.402037051408312e-35,4.563859531105006e-34,54579291.5,1.0910263190128054e-34,6.7194385647435735e-34,56168543.0,2.08656124531349e-35,1.2926802507948071e-34,4455446.5,6.851856974664882e-12,3.848785946340331e-11,9339741.0,5.2499874146572376e-18,3.224072025810978e-17,14477312.0,4.8327618045446045e-21,2.982167650121427e-20,18618816.5,3.5031409431294843e-23,2.120651392358741e-22,37103987.5,4.7181091960799096e-33,2.9987491577538575e-32,46921637.5,2.3316266866187e-36,1.4635873538895692e-35,51064939.0,3.2235295087025773e-36,1.997062364267218e-35,52546615.0,5.603677026498564e-37,3.492291575442855e-36
circulatory system,Myocardial infarction,411.2,10841046.5,1.063548852150844e-86,2.5499232235714143e-85,23745955.0,5.440442248167735e-128,1.3614706726039757e-126,32985704.0,5.823955506912021e-159,1.551011308682886e-157,42875635.5,4.101566442326877e-180,1.0695623261144703e-178,90494436.0,9.357825396551056e-251,2.5512387133754984e-249,116097459.0,2.472455359722653e-291,7.156384680086123e-290,128707208.5,1.5950115001918542e-307,4.638825113057976e-306,133873807.5,2.944031663454341e-299,< 2.225E-308,9875412.0,1.541810354000163e-89,3.7889989449553996e-88,21536556.0,1.0985423534720051e-132,2.749102239563693e-131,29835482.0,6.670750887884583e-165,1.7765262890892626e-163,38731853.5,3.9862647265734135e-187,1.0135078067312903e-185,81548903.5,1.9353926806240349e-261,5.2764916240171056e-260,104523498.0,6.732054679060887e-304,1.9485558265504012e-302,115908930.0,2.0820147761859053e-305,< 2.225E-308,120604544.5,1.7932690101848133e-306,< 2.225E-308
circulatory system,Angina pectoris,411.3,11425120.0,9.19068446500838e-28,9.927959152860701e-27,23707555.0,1.5574695280770054e-44,1.7517157276461597e-43,32997330.0,6.648668627075074e-56,8.010062679285683e-55,39955561.5,9.642004914455396e-65,1.140223139302458e-63,82341473.0,6.387440141604332e-98,8.942416198246065e-97,111200401.0,1.7615469012087212e-113,2.5493498209159547e-112,126132047.0,2.9843855642996394e-119,4.400917867354538e-118,131519484.5,3.179816039449594e-121,4.689109004653135e-120,10672973.0,6.162447130523642e-29,6.730761699227489e-28,22074730.5,2.1210738621875374e-46,2.412721518238324e-45,30673322.5,3.3056844873579955e-58,3.982562739531299e-57,37069646.5,1.878375527878364e-67,2.2741760855384474e-66,76121644.5,3.5220964878976837e-102,4.865189281949335e-101,102708052.0,1.594773262786407e-118,2.3404982251034306e-117,116552999.5,1.2918252862263209e-124,1.9602044560564613e-123,121546978.0,1.0482259882938118e-126,1.6139597202112073e-125
circulatory system,Coronary atherosclerosis,411.4,23859357.0,4.034001251093911e-89,1.1015064527292541e-87,48370459.0,1.234427942684917e-129,3.168365052891287e-128,64908353.5,6.629602106537448e-154,1.6363798370282675e-152,82144854.5,3.058968589470084e-164,7.587734281685549e-163,153539837.5,5.7516801980730255e-230,1.527882226975296e-228,199690443.5,3.3591512498062015e-275,8.974963082815546e-274,220500548.0,8.975656195412083e-294,2.4730294833148555e-292,229441827.5,6.0250489682231855e-298,1.660059544665704e-296,21414771.5,6.110859537700498e-94,1.6686041459887747e-92,43074515.5,3.253010040876989e-137,8.349392438250939e-136,57602191.0,5.120412450507522e-163,1.2638676585155151e-161,72745010.0,1.8937243929610571e-174,4.6973602625399885e-173,134879070.5,4.3069903008774065e-245,1.0883029150509743e-243,174806854.0,7.743386535612042e-294,2.0688740436173714e-292,192978809.5,2.0820147761859053e-305,< 2.225E-308,200849624.0,1.7932690101848133e-306,< 2.225E-308
circulatory system,Aneurysm and dissection of heart,411.41,3764326.0,1.9228057514681405e-05,6.84825381772892e-05,8172778.5,2.5137631099936576e-07,9.084032032865167e-07,13124661.5,4.504088624759589e-09,1.7200519578327185e-08,17341028.5,7.743232121188101e-10,2.9942460331742584e-09,40730187.5,5.4473018381779413e-17,2.4860813675561e-16,58745447.5,2.5404923493566763e-18,1.1459710078050461e-17,69029994.0,4.645881334739567e-20,2.1715347131572886e-19,73889945.5,1.695259530473094e-20,7.959357526481298e-20,3700463.0,1.8477196453515225e-05,6.557070077186089e-05,8029185.0,2.373757317063493e-07,8.455982471105183e-07,12884664.5,4.1045179987033485e-09,1.549915005480518e-08,17025172.0,6.979788188002773e-10,2.6888047678783413e-09,39918468.5,4.106815611122894e-17,1.874299988160052e-16,57536303.0,1.7592351165563894e-18,7.901392204533439e-18,67606787.5,3.051570113959828e-20,1.4074863036634097e-19,72369878.0,1.0970027880569438e-20,5.127508567391161e-20
circulatory system,"Other chronic ischemic heart disease, unspecified",411.8,11690328.0,1.0713841295194876e-69,2.1063411986353125e-68,27570325.0,9.997232464936929e-124,2.4407877310736264e-122,39381438.0,1.1610158274942979e-156,3.012687224164691e-155,53555280.5,2.302268147393142e-183,6.161596594470595e-182,122312057.5,4.342865857682632e-303,1.4513577511481313e-301,163945342.0,1.2362276798613265e-291,< 2.225E-308,176250264.5,7.975057500959271e-308,< 2.225E-308,182134930.0,2.944031663454341e-299,< 2.225E-308,10567478.0,1.0275693244563744e-72,2.020201291881232e-71,24753576.0,3.493583021459018e-129,8.529455132879212e-128,35270136.5,1.626652561089144e-163,4.115430979555534e-162,47867780.0,1.0736103526620595e-191,2.7996454580956784e-190,108787598.0,1.8305297752556065e-298,< 2.225E-308,145604576.5,3.3660273395304436e-304,< 2.225E-308,156525295.0,2.0820147761859053e-305,< 2.225E-308,161837854.5,1.7932690101848133e-306,< 2.225E-308
circulatory system,Other acute and subacute forms of ischemic heart disease,411.9,3773096.5,0.1730621991293653,0.2299513251021958,6681812.5,0.0759209449756515,0.11340159451778817,8883819.5,0.0035567539677098,0.007514478111320128,10645505.0,0.0011615247165568,0.002630892286722361,19294467.0,2.79923762383607e-07,8.192119147723641e-07,24818235.5,2.5109113662006637e-10,8.385800139682988e-10,27844255.0,8.454436465780251e-10,2.7404938017560133e-09,28211478.0,8.860655683964963e-10,2.8900643305642727e-09,3726254.5,0.1660347276879044,0.22266321598527977,6594841.5,0.0711500191023305,0.10774760835315117,8764591.0,0.0031571943512246,0.00675492744913191,10500449.0,0.0010075878696142,0.0022975714425956337,19020229.0,2.129559299676811e-07,6.267680211548796e-07,24464010.5,1.7476440652563895e-10,5.85545053375292e-10,27451282.0,5.879574325983434e-10,1.923723224782705e-09,27814579.0,6.164440861327404e-10,2.0169279943155604e-09
circulatory system,Other forms of chronic heart disease,414.0,16067941.5,8.695160957683549e-89,2.249300847737613e-87,34043783.0,3.1735256966193428e-136,8.585673573826927e-135,47757712.5,1.4239500127011145e-171,4.503241915167274e-170,61431224.0,1.444696589738034e-189,4.1978755193245156e-188,119664462.0,6.995369255816576e-272,2.0706292997217064e-270,151362953.0,1.2362276798613265e-291,< 2.225E-308,163482801.5,7.975057500959271e-308,< 2.225E-308,168203995.0,2.944031663454341e-299,< 2.225E-308,14273689.5,8.752077313679264e-93,2.2640242103543993e-91,30146574.0,7.368955316527884e-143,1.993601154552544e-141,42258058.0,8.331378140961723e-180,2.479810199603901e-178,54364652.5,6.597838135754857e-199,1.863889273350747e-197,106014518.0,9.289115357351782e-286,2.8304480912401314e-284,134226908.0,3.3660273395304436e-304,< 2.225E-308,145174033.0,2.0820147761859053e-305,< 2.225E-308,149478731.5,1.7932690101848133e-306,< 2.225E-308
circulatory system,Pulmonary heart disease,415.0,278707.5,0.0018740403897212,0.004912484541589248,605539.0,5.417614457944744e-05,0.00015950094330596142,994641.5,3.314136125151739e-05,9.3946940018307e-05,2216630.0,0.0002563179578855,0.0006281334052278407,3782863.0,4.400889987182654e-05,0.00010677569149230045,4618740.5,1.6932991626711855e-05,4.1910159798179934e-05,5157137.0,1.3799777368272222e-05,3.383692483508435e-05,5227609.0,1.4154058939174064e-05,3.4787088519519355e-05,265887.5,0.0017346813352994,0.004547178006931523,577041.5,4.76465400187853e-05,0.0001398656497325633,949115.0,2.8473880000180768e-05,8.117061002868433e-05,2121062.5,0.0002154603438214,0.0005339101357743917,3625183.5,3.5608771849474704e-05,8.700633876428252e-05,4429929.5,1.3421327576601308e-05,3.353722622258648e-05,4949964.5,1.086771286150978e-05,2.6836073976416842e-05,5019164.0,1.1177152210205963e-05,2.7665433484836036e-05
